scientific_name,institutionCode,eventDate,year,locality,keep_omit,recordNumber,decimalLatitude,decimalLongitude,recordedBy_simple,recordedBy,current_name
Melica aristata,W,1866,1866,California. Yosemite Valley.,keep,,37.71639,-119.66528,"Bolander, Henry Nicholas","Bolander,H.N.",Melica aristata
Salix planifolia,F,8/5/1931,1931,"Yosemite National Park, at margin of Dana Fork of Tuolumne River, between Mt. Da",keep,523,37.886622,-119.219592,"Ball, Carleton R.",C. R. Ball & et al.,Salix planifolia
Salix planifolia,F,8/8/1931,1931,"Yosemite National Park, Dana Fork of Tuolumne River at Tuolumne Meadows Lodge",keep,544,37.875181,-119.352107,"Ball, Carleton R.",C. R. Ball & et al.,Salix planifolia
Salix lemmonii,F,8/4/1931,1931,"Yosemite National Park, Crane Flat, on Big Oak Flat Road",keep,510,37.759065,-119.826402,"Ball, Carleton R.",C. R. Ball & et al.,Salix lemmonii
Salix lemmonii,F,8/4/1931,1931,"Yosemite National Park, Crane Flat, on Big Oak Flat Road",keep,510,37.759065,-119.826402,"Ball, Carleton R.",C. R. Ball & et al.,Salix lemmonii
Salix lemmonii,F,8/8/1931,1931,"Yosemite National Park, shore at E end of Tenaya Lake",keep,550,37.833704,-119.451313,"Ball, Carleton R.",C. R. Ball & et al.,Salix lemmonii
Salix lemmonii,F,8/4/1931,1931,"Yosemite National Park, White Wolf Meadows, White Wolf",keep,515,37.869367,-119.65017,"Ball, Carleton R.",C. R. Ball & et al.,Salix lemmonii
Cryptogramma acrostichoides,,9/9/1983,1983,,keep,,38,-119.6,Коропачинский И.Ю.;Смирнов И.А.;Молчанов Е.Ф.,Коропачинский И.Ю.;Смирнов И.А.;Молчанов Е.Ф.,Cryptogramma acrostichoides
Juncus ensifolius,F,1866-06,1866,Yosemite Valley,keep,94,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus ensifolius
Juncus chlorocephalus,F,1866-06,1866,"Yosemite Valley, at the foot of Yosemite Falls",keep,99,37.758258,-119.595166,"Bolander, Henry Nicholas",H. N. Bolander,Juncus chlorocephalus
Juncus longistylis,F,1866-07-04,1866,Yosemite Valley,keep,44,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus longistylis
Juncus longistylis,F,1866-07-04,1866,Yosemite Valley,keep,44,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus longistylis
Dodecatheon jeffreyanum,,9/9/1983,1983,,keep,,38,-119.6,Коропачинский И.Ю.;Смирнов И.А.;Молчанов Е.Ф.,Коропачинский И.Ю.;Смирнов И.А.;Молчанов Е.Ф.,NA
Dodecatheon jeffreyanum,,9/9/1983,1983,,keep,,38,-119.6,Коропачинский И.Ю.;Смирнов И.А.;Молчанов Е.Ф.,Коропачинский И.Ю.;Смирнов И.А.;Молчанов Е.Ф.,NA
Juncus effusus,F,1866-07,1866,Yosemite Valley,keep,9,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus effusus
Allium validum,,9/9/1983,1983,,keep,,38,-119.6,Коропачинский И.Ю.;Смирнов И.А.;Молчанов Е.Ф.,Коропачинский И.Ю.;Смирнов И.А.;Молчанов Е.Ф.,Allium validum
Juncus effusus,F,1866-07,1866,Yosemite Valley,keep,9,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus effusus
Carex breweri,F,1866,1866,Mt. Dana,keep,2,37.899649,-119.221262,"Bolander, Henry Nicholas",H. N. Bolander,Carex breweri
Juncus triformis,F,1866-06-10,1866,Yosemite Valley,keep,,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus triformis
Juncus triformis,F,1866-06-10,1866,Yosemite Valley,keep,,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus triformis
Lupinus sellulus,F,7/19/1921,1921,"Yosemite National Park, NE shore of Washburn Lake",keep,s.n.,37.717148,-119.370916,"Flinn, C.",C. Flinn,Lupinus sellulus
Juncus effusus,F,1866-07,1866,Yosemite Valley,keep,9,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus effusus
Cercis occidentalis,CM,5/17/1932,1932,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Cannon, Dr W.A.","DrCannon, W.A.",Cercis occidentalis
Micranthes tolmiei,WS,,NA,Yosemite National Park.,keep,s.n.,37.85,-119.56667,"Kellogg, Dr. A.",Dr. Kellogg,Micranthes tolmiei
Cornus sericea,CM,9/24/1931,1931,Yosemite Valley,keep,680,37.716316,-119.665168,"Doutt, M.T.","Doutt, M.T.",Cornus sericea
Juncus ensifolius,F,1866-06,1866,Yosemite Valley,keep,94,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus ensifolius
Juncus longistylis,F,1866-07-04,1866,Yosemite Valley,keep,44,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus longistylis
Quercus kelloggii,CM,9/23/1931,1931,Yosemite Valley,keep,671,37.716316,-119.665168,"Doutt, M.T.","Doutt, M.T.",Quercus kelloggii
Alnus rhombifolia,F,8/25/1960,1960,"Yosemite National Park, near Arch Rock Ranger Station",keep,5487,37.687365,-119.729682,"Glassman, S. F.",S. F. Glassman,Alnus rhombifolia
Salix eastwoodiae,F,8/6/1931,1931,"Yosemite National Park, Upper Gaylor Lake",keep,541,37.922548,-119.267428,"Ball, Carleton R.",C. R. Ball & et al.,Salix eastwoodiae
Calocedrus decurrens,CM,9/23/1931,1931,Yosemite Valley,keep,672,37.716316,-119.665168,"Doutt, M.T.","Doutt, M.T.",Calocedrus decurrens
Juncus triformis,F,1866-06-10,1866,Yosemite Valley,keep,,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus triformis
Scirpus microcarpus,CM,9/23/1931,1931,Yosemite Valley,keep,659,37.716316,-119.665168,"Doutt, M.T.","Doutt, M.T.",Scirpus microcarpus
Lessingia leptoclada,CM,9/23/1931,1931,Yosemite Valley,keep,673,37.716316,-119.665168,"Doutt, M.T.","Doutt, M.T.",Lessingia leptoclada
Salix eastwoodiae,F,8/4/1931,1931,"Yosemite National Park, 6 km W of Tenaya Lake",keep,517,37.831176,-119.528984,"Ball, Carleton R.",C. R. Ball & et al.,Salix eastwoodiae
Acer macrophyllum,CM,9/24/1931,1931,Yosemite Valley,keep,675,37.716316,-119.665168,"Doutt, M.T.","Doutt, M.T.",Acer macrophyllum
Cornus sericea,CM,9/24/1931,1931,Yosemite Valley,keep,679,37.716316,-119.665168,"Doutt, M.T.","Doutt, M.T.",Cornus sericea
Salix eastwoodiae,F,8/4/1931,1931,"Yosemite National Park, 6 km W of Tenaya Lake",keep,517,37.831176,-119.528984,"Ball, Carleton R.",C. R. Ball & et al.,Salix eastwoodiae
Juncus ensifolius,F,1866-06,1866,Yosemite Valley,keep,94,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus ensifolius
Juncus triformis,F,1866-06-10,1866,Yosemite Valley,keep,,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus triformis
Alnus rhombifolia,CM,9/24/1931,1931,Yosemite Valley,keep,676,37.716316,-119.665168,"Doutt, M.T.","Doutt, M.T.",Alnus rhombifolia
Salix eastwoodiae,F,8/6/1931,1931,"Yosemite National Park, Upper Gaylor Lake",keep,536,37.922548,-119.267428,"Ball, Carleton R.",C. R. Ball & et al.,Salix eastwoodiae
Carex vesicaria,CM,9/23/1931,1931,Yosemite Valley,keep,660,37.716316,-119.665168,"Doutt, M.T.","Doutt, M.T.",Carex vesicaria
Salix eastwoodiae,F,8/4/1931,1931,"Yosemite National Park, 6 km W of Tenaya Lake",keep,517,37.831176,-119.528984,"Ball, Carleton R.",C. R. Ball & et al.,Salix eastwoodiae
Aspidotis densa,NCU,7/10/1908,1908,Yosemite. above Vernal Falls,keep,s.n.,37.728757,-119.546206,"Davy, Joseph Burtt","Davy, Joseph Burtt",Aspidotis densa
Salix eastwoodiae,F,8/4/1931,1931,"Tioga Road, on Middle Fork Tuolumne River, 9 km W of White Wolf",keep,513,37.875497,-119.75267,"Ball, Carleton R.",C. R. Ball & et al.,Salix eastwoodiae
Lupinus confertus,F,7/28/1921,1921,"Yosemite National Park, Yosemite Fields Trail near Tioga Road",keep,s.n.,37.848325,-119.556977,"Flinn, C.",C. Flinn,Lupinus confertus
Juncus ensifolius,F,1866-06,1866,Yosemite Valley,keep,94,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus ensifolius
Juncus chlorocephalus,F,1866-06,1866,Yosemite Valley,keep,99,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus chlorocephalus
Juncus longistylis,F,1866-07-04,1866,Yosemite Valley,keep,44,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus longistylis
Juncus ensifolius,F,8/24/1960,1960,"Yosemite National Park, 2 mi S of Bridalveil Fall",keep,5545,37.687594,-119.646833,"Glassman, S. F.",S. F. Glassman,Juncus ensifolius
Pellaea mucronata,NCU,7/10/1908,1908,Yosemite. above Vernal Falls,keep,s.n.,37.728757,-119.546206,"Davy, Joseph Burtt","Davy, Joseph Burtt",Pellaea mucronata
Arceuthobium campylopodum,ASC,7/18/1987,1987,"Yosemite National Park, 5.1 miles NW of Crane Flat Campground on Big Oak Flat Road",keep,6743,37.75278,-119.810352,"Wiens, D.",D. Wiens,Arceuthobium campylopodum
Salix jepsonii,F,8/8/1931,1931,"Yosemite National Park, Dana Fork of Tuolumne River at Tuolumne Meadows Lodge",keep,545,37.875181,-119.352107,"Ball, Carleton R.",C. R. Ball & et al.,Salix jepsonii
Salix eastwoodiae,F,8/4/1931,1931,"Tioga Road, on Middle Fork Tuolumne River, 9 km W of White Wolf",keep,512,37.875497,-119.75267,"Ball, Carleton R.",C. R. Ball & et al.,Salix eastwoodiae
Juncus chlorocephalus,F,1866-06,1866,Yosemite Valley,keep,99,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus chlorocephalus
Juncus longistylis,F,1866-07-04,1866,Yosemite Valley,keep,44,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus longistylis
Juncus chlorocephalus,F,1866-06,1866,Yosemite Valley,keep,99,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus chlorocephalus
Juncus effusus,F,1866-07,1866,Yosemite Valley,keep,9,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus effusus
Carex raynoldsii,F,7/26/1938,1938,"Jack Main Canyon, in vicinity of Mahan Peak",keep,3703,38.037974,-119.708508,"Sharsmith, Carl W.",C. W. Sharsmith,Carex raynoldsii
Salix lucida,F,8/4/1931,1931,"Tioga Road, on Middle Fork Tuolumne River, 9 km W of White Wolf",keep,514,37.875497,-119.75267,"Ball, Carleton R.",C. R. Ball & et al.,Salix lasiandra
Geranium californicum,MA,1900-07,1900,"Mariposa Co., Yosemite",keep,,37.72,-119.57,Cook; Reynolds,Cook  & Reynolds,Geranium californicum
Salix lucida,F,8/4/1931,1931,"Yosemite National Park, Crane Flat, on Big Oak Flat Road",keep,508,37.759065,-119.826402,"Ball, Carleton R.",C. R. Ball & et al.,Salix lasiandra
Salix eastwoodiae,F,8/8/1931,1931,"Yosemite National Park, Dana Fork of Tuolumne River at Tuolumne Meadows Lodge",keep,548,37.875181,-119.352107,"Ball, Carleton R.",C. R. Ball & et al.,Salix eastwoodiae
Carex congdonii,F,8/29/1938,1938,"Harvey Monroe Hall Natural Area, at SE face of North Peak",x,4999,37.982145,-119.314602,"Keck, David D.",D. D. Keck,Carex congdonii
Solidago canadensis,UTEP,8/12/1930,1930,"Yosemite National Park, Tioga Road at stream",keep,EES 1883,37.759402,-119.779091,"Stanford, Ernest Elwood",Collector(s): Ernest Elwood Stanford,Solidago elongata
Juncus parryi,F,8/26/1960,1960,"Yosemite National Park, around Tenaya Lake, along Tioga Road",keep,5507,37.833975,-119.464102,"Glassman, S. F.",S. F. Glassman,Juncus parryi
Carex raynoldsii,UTEP,7/3/1982,1982,"Bridalveil Creek, just above Glacier Point Road near Bridalveil Campground, Yosemite National Park",keep,2766,37.657084,-119.608398,"Sanders, A. C.",Collector(s): Andrew C. Sanders,Carex raynoldsii
Juncus chlorocephalus,F,1866-07,1866,Yosemite Valley,keep,99,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus chlorocephalus
Salix jepsonii,F,8/4/1931,1931,"Tioga Road, on Middle Fork Tuolumne River, 9 km W of White Wolf",keep,511,37.875497,-119.75267,"Ball, Carleton R.",C. R. Ball & et al.,Salix jepsonii
Quercus chrysolepis,ZT,1913-09-08T00:00,1913,"Californien, Sierra Nevada, Yosemitetal",keep,s.n.,37.745259,-119.595634,"Schröter, Carl Joseph",Carl Joseph Schröter,Quercus chrysolepis
Salix jepsonii,F,8/4/1931,1931,"Tioga Road, on Middle Fork Tuolumne River, 9 km W of White Wolf",keep,511,37.875497,-119.75267,"Ball, Carleton R.",C. R. Ball & et al.,Salix jepsonii
Juncus effusus,F,1866-07,1866,Yosemite Valley,keep,9,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus effusus
Selaginella wallacei,YPM,,NA,Mount Dana,keep,,37.899686,-119.221249,"Wallace, Captain",Captain Wallace,NA
Juncus ensifolius,F,1866-06,1866,Yosemite Valley,keep,94,37.745961,-119.594154,"Bolander, Henry Nicholas",H. N. Bolander,Juncus ensifolius
Geranium californicum,MA,,NA,"Mariposa Co., Yosemite Valley",keep,,37.7,-119.65,unknown,[illegible],Geranium californicum
Melica aristata,G,,NA,Yosemite - Californie/California,keep,,37.75,-119.5,"Bolander, Henry Nicholas","Bolander, H. N. (Coll. Reuter-Barbey 1966)",Melica aristata
Carex bolanderi,G,,NA,"Yosemite - Yosemite, Californie/California",keep,,37.75,-119.5,"Bolander, Henry Nicholas","Bolander, H. N. (Coll. Reuter-Barbey)",Carex bolanderi
Carex bolanderi,G,,NA,"Yosemite - Yosemite, Californie/California",keep,,37.75,-119.5,"Bolander, Henry Nicholas","Bolander, H. N. (Coll. Boissier)",Carex bolanderi
Trifolium wormskioldii,KU,1889-06-26,1889,Lake Eleanor,keep,,37.98618,-119.85831,"Chesnut, Victor K.; ; Drew, Elmer R.",Victor K Chesnut; Elmer R Drew,Trifolium wormskioldii
Salix petrophila,KU,1889-07-17,1889,Saddle between Dana and Gibbs,keep,,37.890271,-119.208975,"Chesnut, Victor K.; ; Drew, Elmer R.",Victor K Chesnut; Elmer R Drew,Salix petrophila
Yosemitea repanda,,5/24/2009,2009,"California, Mariposa County",keep,,37.73,-119.57,unknown,,NA
Pellaea truncata,NHMUK,1878,1878,Mariposa; Nearest Named Place: Sierra Nevada,keep,s.n.,37.6917,-119.3083,"Bradley, C. B.",C.B. Bradley,NA
Juncus balticus,KR,7/23/1960,1960,"US, California, Yosemite National Park",keep,,37.7,-119.6,unknown,,Juncus balticus
Draba breweri,YPM,1863-06-28,1863,Mount Dana,keep,1735a,37.899686,-119.221249,"Brewer, William Henry",William H. Brewer,Draba breweri
Ceanothus parvifolius,YPM,1863-06-16,1863,Yosemite Trail,keep,1628,37.743955,-119.602952,"Brewer, William Henry",William H. Brewer,Ceanothus parvifolius
Sairocarpus cornutus,YPM,1866,1866,"Clark's Ranch, Sierra Nevada",keep,4983,37.6833,-119.3,"Bolander, Henry Nicholas",Henry N. Bolander,Antirrhinum leptaleum
Pyrrocoma apargioides,YPM,1866,1866,Soda Springs,keep,5050a,37.878612,-119.365871,"Bolander, Henry Nicholas",Henry N. Bolander,Pyrrocoma apargioides
Pyrrocoma apargioides,YPM,1866,1866,"Soda Springs, Toulumne Valley",keep,5050a,37.876579,-119.357631,"Bolander, Henry Nicholas",Henry N. Bolander,Pyrrocoma apargioides
Potentilla lycopodioides,YPM,1863-06-29,1863,Mount Dana,keep,1746,37.899686,-119.221249,"Brewer, William Henry",William H. Brewer,NA
Penstemon azureus,YPM,1866,1866,Yosemite Valley,keep,6312,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Penstemon azureus
Boykinia major,YPM,1866,1866,"Big Tree Grove, Yosemite Park",keep,4982,37.513442,-119.599577,"Bolander, Henry Nicholas",Henry N. Bolander,Boykinia major
Navarretia divaricata,YPM,1866,1866,Yosemite Trail,keep,4908,37.743955,-119.602952,"Bolander, Henry Nicholas",Henry N. Bolander,Navarretia divaricata
Lessingia leptoclada,YPM,1866,1866,Yosemite Valley,keep,4924,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Lessingia leptoclada
Epipactis gigantea,YPM,,NA,Mount Dana,keep,,37.899686,-119.221249,"Bolander, Henry Nicholas",Henry N. Bolander,Epipactis gigantea
Raillardella argentea,YPM,1866,1866,Mount Dana,keep,5041,37.899686,-119.221249,"Bolander, Henry Nicholas",Henry N. Bolander,Raillardella argentea
Sairocarpus cornutus,YPM,1866,1866,"Clark's, Yosemite National Park",keep,4983,37.725981,-119.620801,"Bolander, Henry Nicholas",Henry N. Bolander,Antirrhinum leptaleum
Juncus triformis,YPM,1866-06-10,1866,Yosemite Valley Trail. De Long's Ranch,keep,30,37.737289,-119.607704,"Bolander, Henry Nicholas",Henry N. Bolander,Juncus triformis
Cupressus macrocarpa,YPM,,NA,Mount Dana,keep,,37.899686,-119.221249,"Brewer, William Henry",William H. Brewer,NA
Lessingia leptoclada,YPM,1866,1866,Yosemite Valley,keep,4924a,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Lessingia leptoclada
Penstemon azureus,YPM,1866,1866,Yosemite Valley,keep,6312,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Penstemon azureus
Pedicularis attollens,YPM,1866,1866,Westfall's Meadow,keep,4963,37.661361,-119.627435,"Bolander, Henry Nicholas",Henry N. Bolander,Pedicularis attollens
Pyrrocoma apargioides,YPM,1866,1866,"Soda Springs, Toulumne Valley",keep,5050,37.876579,-119.357631,"Bolander, Henry Nicholas",Henry N. Bolander,Pyrrocoma apargioides
Hemizonella minima,YPM,1863-07-04,1863,Soda Springs,keep,1788,37.878612,-119.365871,"Brewer, William Henry",William H. Brewer,Hemizonella minima
Pedicularis semibarbata,YPM,1866,1866,Yosemite Valley,keep,4929,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Pedicularis semibarbata
Pedicularis semibarbata,YPM,1863-06-29,1863,Mount Dana,keep,1741,37.899686,-119.221249,"Brewer, William Henry",William H. Brewer,Pedicularis semibarbata
Dalea seemannii,YPM,1886-04-14,1886,Mount Dana,keep,,37.899686,-119.221249,"Orcutt, Charles R.",Charles R. Orcutt,NA
Allium validum,YPM,1866,1866,"Mt. Dana, Mono Pass",keep,6248,37.899686,-119.221249,"Bolander, Henry Nicholas",Henry N. Bolander,Allium validum
Polygonum parryi,YPM,1881-06,1881,Yosemite Valley,keep,245,37.727785,-119.628475,"Parry, Charles Christopher",Charles C. Parry,Polygonum parryi
Eriogonum incanum,YPM,1866,1866,Mariposa Sequoia Grove,keep,4977,37.51359,-119.600731,"Bolander, Henry Nicholas",Henry N. Bolander,Eriogonum incanum
Muhlenbergia filiformis,YPM,,NA,Yosemite Valley,keep,6091,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Muhlenbergia filiformis
Polygonum shastense,F,7/31/1919,1919,"Lake Tahoe Region, pass between Echo and Elizabeth Lake",keep,s.n.,37.831858,-119.38806,unknown,,Polygonum shastense
Cirsium andersonii,F,1895-08-15,1895,Wawona,keep,s.n.,37.53688,-119.656268,unknown,,Cirsium andersonii
Agnorhiza elata,YPM,1866,1866,"Clark's Ranch, Sierra Nevada",keep,6167,37.6833,-119.3,"Bolander, Henry Nicholas",Henry N. Bolander,Agnorhiza elata
Ceanothus diversifolius,YPM,1866,1866,"Big Tree Grove, Yosemite Park",keep,6331,37.513442,-119.599577,"Bolander, Henry Nicholas",Henry N. Bolander,Ceanothus diversifolius
Hulsea brevifolia,YPM,1866,1866,Mariposa Sequoia Grove,keep,4994,37.51359,-119.600731,"Bolander, Henry Nicholas",Henry N. Bolander,Hulsea brevifolia
Pedicularis attollens,YPM,1866,1866,"Ostrander Lake, Yosemite Valley",keep,6305,37.85,-119.5667,"Bolander, Henry Nicholas",Henry N. Bolander,Pedicularis attollens
Calycadenia mollis,YPM,1866,1866,"Clark's Ranch, Sierra Nevada",keep,6165,37.6833,-119.3,"Bolander, Henry Nicholas",Henry N. Bolander,Calycadenia mollis
Salix eastwoodiae,YPM,,NA,Westfall's Meadow,keep,6337a,37.661361,-119.627435,"Bolander, Henry Nicholas",Henry N. Bolander,Salix eastwoodiae
Rudbeckia californica,YPM,1866,1866,Mariposa Sequoia Grove,keep,4980,37.51359,-119.600731,"Bolander, Henry Nicholas",Henry N. Bolander,Rudbeckia californica
Phacelia humilis,YPM,,NA,Yosemite Valley,keep,6384,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Phacelia humilis
Galium bolanderi,YPM,,NA,Yosemite Valley,keep,6346,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Galium bolanderi
Carex bolanderi,YPM,1866,1866,Yosemite Valley,keep,6201,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Carex bolanderi
Epilobium glaberrimum,YPM,1866-07,1866,"Big Trees, Yosemite Valley",keep,6369 in part,37.72383,-119.620547,"Bolander, Henry Nicholas",Henry N. Bolander,Epilobium glaberrimum
Phyllodoce breweri,YPM,1863-06-24,1863,Mount Hoffman,keep,1676,37.848322,-119.513387,"Brewer, William Henry",William H. Brewer,Phyllodoce breweri
Phalacroseris bolanderi,YPM,1866,1866,Westfall's Meadow,keep,4973,37.661361,-119.627435,"Bolander, Henry Nicholas",Henry N. Bolander,Phalacroseris bolanderi
Eriogonum incanum,YPM,1863-06-26,1863,"Mount Hoffman, Tuolumne Valley",keep,1699,37.85637,-119.506574,"Brewer, William Henry",William H. Brewer,Eriogonum incanum
Draba breweri,YPM,1863-06-28,1863,Mount Dana. Summit,keep,1735,37.899686,-119.221249,"Brewer, William Henry",William H. Brewer,Draba breweri
Cyperus hemioccidentalis,YPM,1866,1866,Yosemite Valley,keep,6223,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,NA
Eriogonum spergulinum,YPM,1866,1866,Mariposa Sequoia Grove,keep,5003,37.51359,-119.600731,"Bolander, Henry Nicholas",Henry N. Bolander,Eriogonum spergulinum
Hulsea algida,YPM,1863-06-29,1863,Mount Dana,keep,1748,37.899686,-119.221249,"Brewer, William Henry",William H. Brewer,Hulsea algida
Veronica americana,F,,NA,Sierra Nevada Mts.,keep,s.n.,37.53688,-119.656268,unknown,,Veronica americana
Ericameria bloomeri,YPM,1866,1866,Empire Camp,keep,5039,37.724623,-119.626981,"Bolander, Henry Nicholas",Henry N. Bolander,Ericameria bloomeri
Ceanothus parvifolius,YPM,1866,1866,Mariposa Sequoia Grove,keep,4870,37.51359,-119.600731,"Bolander, Henry Nicholas",Henry N. Bolander,Ceanothus parvifolius
Gentianopsis holopetala,YPM,1864-08,1864,"Soda Springs, Toulumne Valley",keep,2847,37.876579,-119.357631,"Brewer, William Henry",William H. Brewer,Gentianopsis holopetala
Cyperus hemioccidentalis,YPM,1866,1866,Yosemite Valley,keep,6223,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,NA
Silene bolanderi,YPM,1866,1866,Mount Dana,keep,4696,37.899686,-119.221249,"Bolander, Henry Nicholas",Henry N. Bolander,NA
Senecio clarkianus,YPM,1866,1866,"Clark's Ranch, Sierra Nevada",keep,5004,37.6833,-119.3,"Bolander, Henry Nicholas",Henry N. Bolander,Senecio clarkianus
Bolandra californica,YPM,1866-07-01,1866,"Mariposa Trail, Yosemite Valley",keep,4898,37.512866,-119.622124,"Bolander, Henry Nicholas",Henry N. Bolander,Bolandra californica
Sedum obtusatum,YPM,1866,1866,Yosemite Valley. Vernal Fall,keep,4960,37.728467,-119.546798,"Bolander, Henry Nicholas",Henry N. Bolander,Sedum obtusatum
Salix melanopsis,YPM,1866,1866,Yosemite Valley,keep,4598,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Salix melanopsis
Melica geyeri,YPM,1866,1866,"Redwoods, Coast Range, Mount Dana",keep,6119,37.897519,-119.237042,"Bolander, Henry Nicholas",Henry N. Bolander,NA
Trifolium monanthum,YPM,1863-06-26,1863,Soda Springs,keep,1704,37.872302,-119.360728,"Brewer, William Henry",William H. Brewer,Trifolium monanthum
Carex bolanderi,YPM,1866,1866,Yosemite Valley,keep,6201,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Carex bolanderi
Crepis intermedia,YPM,1866,1866,Yosemite Valley,keep,4930 = 2217,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Crepis intermedia
Navarretia leptalea,YPM,1866,1866,Yosemite Valley,keep,4918,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Navarretia leptalea
Boykinia major,YPM,1866,1866,Mariposa Sequoia Grove,keep,4982,37.51359,-119.600731,"Bolander, Henry Nicholas",Henry N. Bolander,Boykinia major
Muhlenbergia filiformis,YPM,,NA,Yosemite Valley,keep,6091,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Muhlenbergia filiformis
Drymocallis lactea,YPM,1863-06-26,1863,"Soda Springs, Toulumne Valley",keep,1705,37.876579,-119.357631,"Brewer, William Henry",William H. Brewer,Drymocallis lactea
Potentilla unguiculata,YPM,1866,1866,Westfall's Meadow,keep,4964,37.661361,-119.627435,"Bolander, Henry Nicholas",Henry N. Bolander,NA
Solidago californica,F,1895-08-15,1895,Wawona,keep,s.n.,37.53688,-119.656268,unknown,,Solidago velutina
Cinna bolanderi,YPM,1866,1866,Mariposa Sequoia Grove,keep,6090,37.51359,-119.600731,"Bolander, Henry Nicholas",Henry N. Bolander,Cinna bolanderi
Erigeron breweri,YPM,1863-06-18,1863,Yosemite Valley,keep,1651,37.727785,-119.628475,"Brewer, William Henry",William H. Brewer,Erigeron breweri
Circaea alpina,YPM,1867,1867,Yosemite Valley,keep,6362,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Circaea alpina
Ptilagrostiella kingii,YPM,1866-09,1866,Mount Dana,keep,6097,37.899686,-119.221249,"Bolander, Henry Nicholas",Henry N. Bolander,Ptilagrostiella kingii
Jensia yosemitana,YPM,1881,1881,Damp moss at the foot of Upper Yosemite Fall,keep,117,37.749059,-119.605009,"Parry, Charles Christopher",Charles C. Parry,Jensia yosemitana
Collinsia torreyi,YPM,1866,1866,Yosemite Valley,keep,4874,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Collinsia torreyi
Melica aristata,YPM,1866,1866,Yosemite Valley,keep,4861,37.727785,-119.628475,"Bolander, Henry Nicholas",Henry N. Bolander,Melica aristata
Castilleja applegatei,YPM,1863-06-29,1863,Mount Dana,keep,1744,37.899686,-119.221249,"Brewer, William Henry",William H. Brewer,Castilleja applegatei
Ceanothus parvifolius,YPM,1866,1866,"Big Trees, Yosemite Valley",keep,4870,37.72383,-119.620547,"Bolander, Henry Nicholas",Henry N. Bolander,Ceanothus parvifolius
Sabulina nuttallii,YPM,1866,1866,Mariposa Sequoia Grove,keep,4976,37.51359,-119.600731,"Bolander, Henry Nicholas",Henry N. Bolander,NA
Brewerimitella breweri,YPM,1863-06-24,1863,Mount Hoffman,keep,1679,37.8333,-119.5,"Brewer, William Henry",William H. Brewer,NA
