accepted_name,scientific_name,taxonomic_status,family,broader,establishment_means,count_RG,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,iNat_needsID_only,final_list,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,year_first_voucher,year_last_voucher,date_first_iNat_obs,date_last_iNat_obs,notes,iNat_needsID_only_notes
Goodenia hederacea,Goodenia hederacea,accepted,Goodeniaceae,3.dicot,native,5,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2014,2024,,
Goodenia heterophylla,Goodenia heterophylla,accepted,Goodeniaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,"retain, restricted license","retain, but restricted license",retain exact name,retain exact name,retain exact name,retain exact name,1933,1933,2022,2022,,
Goodenia ovata,Goodenia ovata,accepted,Goodeniaceae,3.dicot,native,16,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1897,2004,2020,2024,,
Goodenia paniculata,Goodenia paniculata,accepted,Goodeniaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1983,2016,,,,yes_unsure
Goodenia radicans,Goodenia radicans,accepted,Goodeniaceae,3.dicot,native,,,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Goodenia radicans,Selliera radicans,synonym,Goodeniaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Goodenia stelligera,Goodenia stelligera,accepted,Goodeniaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1950,2004,,,,yes_unsure
Scaevola calendulacea,Scaevola calendulacea,accepted,Goodeniaceae,3.dicot,native,6,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1953,2019,2018,2023,,
Scaevola ramosissima,Scaevola ramosissima,accepted,Goodeniaceae,3.dicot,native,134,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1896,2012,2004,2024,,
Gonocarpus micranthus,Gonocarpus micranthus,accepted,Haloragaceae,3.dicot,native,3,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1947,1965,2022,2024,,
Gonocarpus salsoloides,Gonocarpus salsoloides,accepted,Haloragaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1975,1981,,,,none
Gonocarpus tetragynus,Gonocarpus tetragynus,accepted,Haloragaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1967,1967,,,,yes_unsure
Gonocarpus teucrioides,Gonocarpus teucrioides,accepted,Haloragaceae,3.dicot,native,5,1,1,1,1,1,1,,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,2005,2005,2020,2023,,
Myriophyllum gracile,Myriophyllum gracile,accepted,Haloragaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,,,,,"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it. For the correct voucher from in Royal, it is clearly an old one as the collection year starts with '18', but the second two digits are illegible unfortunately",none
Myriophyllum variifolium,Myriophyllum variifolium,accepted,Haloragaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1929,1958,,,,none
Hypericum gramineum,Hypericum gramineum,accepted,Hypericaceae,3.dicot,native,1,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2020,2020,,
Ajuga australis,Ajuga australis,accepted,Lamiaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1897,1897,,,,none
Chloanthes stoechadis,Chloanthes stoechadis,accepted,Lamiaceae,3.dicot,native,22,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1905,2007,2020,2023,,
Clerodendrum tomentosum,Clerodendrum tomentosum,accepted,Lamiaceae,3.dicot,native,6,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1891,1985,2020,2022,,
Coleus australis,Coleus australis,accepted,Lamiaceae,3.dicot,native,2,,1,1,1,1,1,1,,,1,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,1958,1958,2019,2023,,
Coleus australis,Plectranthus parviflorus,synonym,Lamiaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Coleus graveolens,Coleus graveolens,accepted,Lamiaceae,3.dicot,native,,,,1,,,,,,,,identification error,"remove, incorrect identification",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,
Gmelina leichhardtii,Gmelina leichhardtii,accepted,Lamiaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1958,1987,,,,none
Hemigenia purpurea,Hemigenia purpurea,accepted,Lamiaceae,3.dicot,native,85,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1887,2017,1988,2024,,
Leonotis leonurus,Leonotis leonurus,accepted,Lamiaceae,3.dicot,introduced,5,,,1,,,1,,,,1,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2021,2024,,
Mentha x piperita,Mentha x piperita,accepted,Lamiaceae,3.dicot,introduced,,,,,,1,,,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",2021,2021,,,,none
Mentha x piperita,Mentha piperita,synonym,Lamiaceae,3.dicot,introduced,,,1,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Mentha satureioides,Mentha satureioides,accepted,Lamiaceae,3.dicot,native,,1,,,1,1,,,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,geographic error,"add, coordinates erroneously outside protected area or missing coordinates",2002,2002,,,"2002 voucher geolocated just outside the park, but inside Royal based on notes",none
Prostanthera densa,Prostanthera densa,accepted,Lamiaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1888,2019,,,"there are apparently three 1770 vouchers from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded them",none
Prostanthera densa,Prostanthera marifolia,misapplied,Lamiaceae,3.dicot,native,,1,,,misapplied,misapplied,misapplied,,,,,XX-misapplied,XX-misapplied,databasing discrepancy,"remove, designated as 'False Report'",XX-misapplied,XX-misapplied,,,,,"annotated in park list as needing to be removed, misapplication of P. densa",
Prostanthera denticulata,Prostanthera denticulata,accepted,Lamiaceae,3.dicot,native,2,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1888,2011,2021,2022,,
Prostanthera hirtula,Prostanthera hirtula,accepted,Lamiaceae,3.dicot,out-of-range,,1,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",databasing discrepancy,"remove, wrong name assigned during databasing",databasing discrepancy,"remove, wrong name assigned during databasing",,,,,"the only voucher from Royal is actually an incorrect duplicate of a P. denticulata record fed back into the ALA by BioNet with the ID incorrectly changed; another pervasive BioNet error. And in fact, the two other putative vouchers of this species right on Royal's border are also both BioNet errors where the original voucher was P. denticulata. The park listing was most likely based on this  incorrect voucher (zero evidence of this species occurring in the park from any survey data or historical lists I accessed), and thus have removed it from there too",
Prostanthera incisa,Prostanthera incisa,accepted,Lamiaceae,3.dicot,native,7,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1888,2021,2021,2023,,
Prostanthera lasianthos,Prostanthera lasianthos,accepted,Lamiaceae,3.dicot,native,,,1,,,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,1985,1985,,,"I was sceptical of this record, it seeming like a bit of an outlier re location. So I asked Frank Hemmings, and he examined the specimen itself at the UNSW Herbarium; he believes the identification is likely correct, and that ""[the specimen] certainly falls within the range of variability across all our specimens for that species""",none
Prostanthera linearis,Prostanthera linearis,accepted,Lamiaceae,3.dicot,native,5,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1896,1986,2022,2023,,
Prostanthera ovalifolia,Prostanthera ovalifolia,accepted,Lamiaceae,3.dicot,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Prostanthera scutellarioides,Prostanthera scutellarioides,accepted,Lamiaceae,3.dicot,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Prostanthera violacea,Prostanthera violacea,accepted,Lamiaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1948,1948,,,,none
Prunella vulgaris,Prunella vulgaris,accepted,Lamiaceae,3.dicot,introduced,2,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1894,1899,2021,2024,,
Stachys arvensis,Stachys arvensis,accepted,Lamiaceae,3.dicot,introduced,,1,1,,1,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1888,2017,,,,none
Teucrium corymbosum,Teucrium corymbosum,accepted,Lamiaceae,3.dicot,native,,1,1,,1,1,,,1,,1,XX-not in graphics,"add, needsID observation that likely correct",retain exact name,retain exact name,retain exact name,retain exact name,2021,2021,,,,yes_correct
Westringia fruticosa,Westringia fruticosa,accepted,Lamiaceae,3.dicot,native,40,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1950,2015,2017,2024,,
Cassytha glabella,Cassytha glabella,accepted,Lauraceae,3.dicot,native,4,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2020,2023,,
Cassytha melantha,Cassytha melantha,accepted,Lauraceae,3.dicot,native,,,1,,,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,1895,1895,,,"the only voucher, from 1895, was suspicious to me as it's a decent outlier compared to other records. But this specimen was examined by Weber for his 1981 revision of the genus and cited in the paper, so happy to accept it",none
Cassytha paniculata,Cassytha paniculata,accepted,Lauraceae,3.dicot,native,,,1,,,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,1974,1974,,,"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",none
Cassytha pubescens,Cassytha pubescens,accepted,Lauraceae,3.dicot,native,7,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1895,1974,2019,2022,,
Cinnamomum camphora,Cinnamomum camphora,accepted,Lauraceae,3.dicot,introduced,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Cryptocarya glaucescens,Cryptocarya glaucescens,accepted,Lauraceae,3.dicot,native,,1,1,,1,1,,1,1,,1,XX-not in graphics,"add, needsID observation that likely correct",retain exact name,retain exact name,retain exact name,retain exact name,1899,2019,,,,yes_correct
Cryptocarya microneura,Cryptocarya microneura,accepted,Lauraceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"add, needsID observation that likely correct",retain exact name,retain exact name,retain exact name,retain exact name,1956,1982,,,,yes_correct
Endiandra sieberi,Endiandra sieberi,accepted,Lauraceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1960,1985,,,"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",none
Litsea reticulata,Litsea reticulata,accepted,Lauraceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1959,1985,,,,none
Neolitsea dealbata,Neolitsea dealbata,accepted,Lauraceae,3.dicot,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Utricularia australis,Utricularia australis,accepted,Lentibulariaceae,3.dicot,native,1,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1958,1991,2024,2024,,
