family,day,month,year,species
Myrtaceae,,6,1915,Eucalyptus luehmanniana
Myrtaceae,26,11,1917,Eucalyptus luehmanniana
Myrtaceae,26,11,1917,Eucalyptus luehmanniana
Myrtaceae,26,11,1917,Eucalyptus luehmanniana
Myrtaceae,26,11,1917,Eucalyptus luehmanniana
Myrtaceae,22,10,1927,Eucalyptus luehmanniana
Myrtaceae,,10,1933,Eucalyptus luehmanniana
Myrtaceae,6,9,1938,Eucalyptus luehmanniana
Myrtaceae,6,9,1938,Eucalyptus luehmanniana
Myrtaceae,14,7,1946,Eucalyptus luehmanniana
Myrtaceae,14,7,1946,Eucalyptus luehmanniana
Myrtaceae,14,7,1946,Eucalyptus luehmanniana
Myrtaceae,14,7,1946,Eucalyptus luehmanniana
Myrtaceae,14,7,1946,Eucalyptus luehmanniana
Myrtaceae,14,7,1946,Eucalyptus luehmanniana
Myrtaceae,14,7,1946,Eucalyptus luehmanniana
Myrtaceae,7,11,1949,Eucalyptus luehmanniana
Myrtaceae,19,11,1955,Eucalyptus luehmanniana
Myrtaceae,4,6,1962,Eucalyptus luehmanniana
Myrtaceae,4,6,1962,Eucalyptus luehmanniana
Myrtaceae,4,6,1962,Eucalyptus luehmanniana
Myrtaceae,4,6,1962,Eucalyptus luehmanniana
Myrtaceae,4,6,1962,Eucalyptus luehmanniana
Myrtaceae,27,4,1969,Eucalyptus luehmanniana
Myrtaceae,27,4,1969,Eucalyptus luehmanniana
Myrtaceae,7,5,1971,Eucalyptus luehmanniana
Myrtaceae,7,5,1971,Eucalyptus luehmanniana
Myrtaceae,7,5,1971,Eucalyptus luehmanniana
Myrtaceae,19,5,1973,Eucalyptus luehmanniana
Myrtaceae,19,5,1973,Eucalyptus luehmanniana
Myrtaceae,19,5,1973,Eucalyptus luehmanniana
Myrtaceae,17,3,1978,Eucalyptus luehmanniana
Myrtaceae,17,3,1978,Eucalyptus luehmanniana
Myrtaceae,17,3,1978,Eucalyptus luehmanniana
Myrtaceae,30,9,1984,Eucalyptus luehmanniana
Myrtaceae,22,6,1985,Eucalyptus luehmanniana
Myrtaceae,22,6,1985,Eucalyptus luehmanniana
Myrtaceae,21,4,1986,Eucalyptus luehmanniana
Myrtaceae,21,4,1986,Eucalyptus luehmanniana
Myrtaceae,21,4,1986,Eucalyptus luehmanniana
Myrtaceae,21,4,1986,Eucalyptus luehmanniana
Myrtaceae,21,4,1986,Eucalyptus luehmanniana
Myrtaceae,21,4,1986,Eucalyptus luehmanniana
Myrtaceae,23,7,1986,Eucalyptus luehmanniana
Myrtaceae,23,7,1986,Eucalyptus luehmanniana
Myrtaceae,23,7,1986,Eucalyptus luehmanniana
Myrtaceae,23,7,1986,Eucalyptus luehmanniana
Myrtaceae,23,7,1986,Eucalyptus luehmanniana
Myrtaceae,23,7,1986,Eucalyptus luehmanniana
Myrtaceae,23,7,1986,Eucalyptus luehmanniana
Myrtaceae,23,7,1986,Eucalyptus luehmanniana
Myrtaceae,23,7,1986,Eucalyptus luehmanniana
Myrtaceae,30,8,1986,Eucalyptus luehmanniana
Myrtaceae,28,11,1989,Eucalyptus luehmanniana
Myrtaceae,1,4,1990,Eucalyptus luehmanniana
Myrtaceae,1,4,1990,Eucalyptus luehmanniana
Myrtaceae,1,4,1990,Eucalyptus luehmanniana
Myrtaceae,1,4,1990,Eucalyptus luehmanniana
Myrtaceae,1,4,1990,Eucalyptus luehmanniana
Myrtaceae,1,4,1990,Eucalyptus luehmanniana
Myrtaceae,8,4,1990,Eucalyptus luehmanniana
Myrtaceae,8,4,1990,Eucalyptus luehmanniana
Myrtaceae,8,4,1990,Eucalyptus luehmanniana
Myrtaceae,8,4,1990,Eucalyptus luehmanniana
Myrtaceae,1,4,1991,Eucalyptus luehmanniana
Myrtaceae,15,3,1992,Eucalyptus luehmanniana
Myrtaceae,2,12,1993,Eucalyptus luehmanniana
Myrtaceae,3,8,1994,Eucalyptus luehmanniana
Myrtaceae,4,3,1999,Eucalyptus luehmanniana
Myrtaceae,19,7,2012,Eucalyptus luehmanniana
Myrtaceae,19,7,2012,Eucalyptus luehmanniana
Myrtaceae,19,7,2012,Eucalyptus luehmanniana
Myrtaceae,12,4,2013,Eucalyptus luehmanniana
Myrtaceae,12,4,2013,Eucalyptus luehmanniana
Myrtaceae,16,5,2014,Eucalyptus luehmanniana
Myrtaceae,8,1,1962,Eucalyptus multicaulis
Myrtaceae,8,1,1962,Eucalyptus multicaulis
Myrtaceae,8,1,1962,Eucalyptus multicaulis
Myrtaceae,8,1,1962,Eucalyptus multicaulis
Myrtaceae,3,11,1963,Eucalyptus multicaulis
Myrtaceae,,,1967,Eucalyptus multicaulis
Myrtaceae,,8,1906,Eucalyptus oblonga
Myrtaceae,14,7,1946,Eucalyptus oblonga
Myrtaceae,14,7,1946,Eucalyptus oblonga
Myrtaceae,19,5,1973,Eucalyptus oblonga
Myrtaceae,15,10,1977,Eucalyptus oblonga
Myrtaceae,21,4,1984,Eucalyptus oblonga
Myrtaceae,28,4,1984,Eucalyptus oblonga
Myrtaceae,27,9,1985,Eucalyptus oblonga
Myrtaceae,3,2,1986,Eucalyptus oblonga
Myrtaceae,3,2,1986,Eucalyptus oblonga
Myrtaceae,2,12,1993,Eucalyptus oblonga
Myrtaceae,3,8,1994,Eucalyptus oblonga
Myrtaceae,1,7,1905,Eucalyptus paniculata
Myrtaceae,13,8,1914,Eucalyptus paniculata
Myrtaceae,24,8,1946,Eucalyptus paniculata
Myrtaceae,16,11,1960,Eucalyptus paniculata
Myrtaceae,21,4,1986,Eucalyptus paniculata
Myrtaceae,21,4,1986,Eucalyptus paniculata
Myrtaceae,21,4,1986,Eucalyptus paniculata
Myrtaceae,21,4,1986,Eucalyptus paniculata
Myrtaceae,21,4,1986,Eucalyptus paniculata
Myrtaceae,21,4,1986,Eucalyptus paniculata
Myrtaceae,21,4,1986,Eucalyptus paniculata
Myrtaceae,21,4,1986,Eucalyptus paniculata
Myrtaceae,21,4,1986,Eucalyptus paniculata
Myrtaceae,21,4,1986,Eucalyptus paniculata
Myrtaceae,18,10,2023,Eucalyptus paniculata
Myrtaceae,25,12,1897,Eucalyptus pilularis
Myrtaceae,,12,1898,Eucalyptus pilularis
Myrtaceae,18,10,2023,Eucalyptus pilularis
Myrtaceae,26,1,1897,Eucalyptus piperita
Myrtaceae,26,11,1917,Eucalyptus piperita
Myrtaceae,1,1,1921,Eucalyptus piperita
Myrtaceae,4,5,1929,Eucalyptus piperita
Myrtaceae,24,8,1952,Eucalyptus piperita
Myrtaceae,24,8,1952,Eucalyptus piperita
Myrtaceae,27,4,1969,Eucalyptus piperita
Myrtaceae,4,1,1984,Eucalyptus piperita
Myrtaceae,9,10,1984,Eucalyptus piperita
Myrtaceae,21,4,1986,Eucalyptus piperita
Myrtaceae,21,4,1986,Eucalyptus piperita
Myrtaceae,21,4,1986,Eucalyptus piperita
Myrtaceae,21,4,1986,Eucalyptus piperita
Myrtaceae,21,4,1986,Eucalyptus piperita
Myrtaceae,22,4,1986,Eucalyptus piperita
Myrtaceae,20,6,1993,Eucalyptus piperita
Myrtaceae,,5,1918,Eucalyptus punctata
Myrtaceae,24,8,1932,Eucalyptus punctata
Myrtaceae,23,1,1946,Eucalyptus punctata
Myrtaceae,,2,1947,Eucalyptus punctata
Myrtaceae,21,4,1986,Eucalyptus punctata
Myrtaceae,21,4,1986,Eucalyptus punctata
Myrtaceae,20,6,1993,Eucalyptus punctata
Myrtaceae,6,6,1903,Eucalyptus racemosa
Myrtaceae,6,6,1903,Eucalyptus racemosa
Myrtaceae,4,5,1929,Eucalyptus racemosa
Myrtaceae,,7,1951,Eucalyptus racemosa
Myrtaceae,21,4,1986,Eucalyptus racemosa
Myrtaceae,21,4,1986,Eucalyptus racemosa
Myrtaceae,21,4,1986,Eucalyptus racemosa
Myrtaceae,21,4,1986,Eucalyptus racemosa
Myrtaceae,28,11,1989,Eucalyptus racemosa
Myrtaceae,20,6,1993,Eucalyptus racemosa
Myrtaceae,2,8,1948,Eucalyptus resinifera
Myrtaceae,14,9,2007,Eucalyptus resinifera
Myrtaceae,27,4,2008,Eucalyptus resinifera
Myrtaceae,12,5,1999,Eucalyptus robusta
Myrtaceae,,5,1952,Eucalyptus saligna
Myrtaceae,,5,1952,Eucalyptus saligna
Myrtaceae,25,4,1984,Eucalyptus saligna
Myrtaceae,28,4,1984,Eucalyptus saligna
Myrtaceae,18,8,1985,Eucalyptus scias
Myrtaceae,18,8,1985,Eucalyptus scias
Myrtaceae,,10,1885,Eucalyptus sieberi
Myrtaceae,8,6,1903,Eucalyptus sieberi
Myrtaceae,,10,1910,Eucalyptus sieberi
Myrtaceae,13,8,1914,Eucalyptus sieberi
Myrtaceae,5,6,1916,Eucalyptus sieberi
Myrtaceae,5,11,1917,Eucalyptus sieberi
Myrtaceae,5,11,1917,Eucalyptus sieberi
Myrtaceae,22,11,1927,Eucalyptus sieberi
Myrtaceae,4,5,1929,Eucalyptus sieberi
Myrtaceae,23,1,1946,Eucalyptus sieberi
Myrtaceae,18,1,1947,Eucalyptus sieberi
Myrtaceae,7,11,1949,Eucalyptus sieberi
Myrtaceae,27,4,1969,Eucalyptus sieberi
Myrtaceae,28,8,1970,Eucalyptus sieberi
Myrtaceae,16,1,1974,Eucalyptus sieberi
Myrtaceae,3,11,1975,Eucalyptus sieberi
Myrtaceae,4,11,1984,Eucalyptus sieberi
Myrtaceae,16,3,1992,Eucalyptus sieberi
Myrtaceae,20,6,1993,Eucalyptus sieberi
Myrtaceae,19,7,2012,Eucalyptus sieberi
Myrtaceae,19,7,2012,Eucalyptus sieberi
Myrtaceae,21,1,2015,Eucalyptus sieberi
Myrtaceae,6,1,1891,Eucalyptus squamosa
Myrtaceae,30,12,1892,Eucalyptus squamosa
Myrtaceae,1,10,1899,Eucalyptus squamosa
Myrtaceae,1,3,1906,Eucalyptus squamosa
Myrtaceae,,12,1912,Eucalyptus squamosa
Myrtaceae,22,10,1927,Eucalyptus squamosa
Myrtaceae,23,5,1987,Eucalyptus squamosa
Myrtaceae,13,8,1914,Eucalyptus stricta
Myrtaceae,2,6,1973,Eucalyptus stricta
Myrtaceae,28,3,1984,Eucalyptus stricta
Myrtaceae,28,3,1984,Eucalyptus stricta
Myrtaceae,21,4,1984,Eucalyptus stricta
Myrtaceae,21,4,1984,Eucalyptus stricta
Myrtaceae,2,11,1991,Eucalyptus stricta
Myrtaceae,,4,1925,Eucalyptus tereticornis
Asteraceae,9,4,1978,Euchiton involucratus
Asteraceae,13,4,1978,Euchiton involucratus
Asteraceae,12,8,2018,Euchiton involucratus
Scrophulariaceae,1,8,1888,Euphrasia collina
Orobanchaceae,22,9,1888,Euphrasia collina
Scrophulariaceae,13,8,1914,Euphrasia collina
Scrophulariaceae,1,9,1924,Euphrasia collina
Eupomatiaceae,24,5,1932,Eupomatia laurina
Eupomatiaceae,30,9,1986,Eupomatia laurina
Eupomatiaceae,30,9,1986,Eupomatia laurina
Eupomatiaceae,24,3,2019,Eupomatia laurina
Anacardiaceae,27,3,1958,Euroschinus falcatus
Anacardiaceae,6,2,1990,Euroschinus falcatus
Anacardiaceae,6,2,1990,Euroschinus falcatus
Anacardiaceae,6,2,1990,Euroschinus falcatus
Anacardiaceae,6,2,1990,Euroschinus falcatus
Anacardiaceae,6,2,1990,Euroschinus falcatus
Anacardiaceae,6,2,1990,Euroschinus falcatus
Anacardiaceae,6,2,1990,Euroschinus falcatus
Anacardiaceae,14,11,2001,Euroschinus falcatus
Restionaceae,6,4,1975,Eurychorda complanata
Myrtaceae,22,9,1888,Euryomyrtus ramosissima
Myrtaceae,,10,1901,Euryomyrtus ramosissima
Myrtaceae,1,1,1921,Euryomyrtus ramosissima
Myrtaceae,24,3,1928,Euryomyrtus ramosissima
Myrtaceae,,8,1934,Euryomyrtus ramosissima
Myrtaceae,14,7,1946,Euryomyrtus ramosissima
Myrtaceae,9,9,1950,Euryomyrtus ramosissima
Myrtaceae,,1,1951,Euryomyrtus ramosissima
Myrtaceae,,1,1959,Euryomyrtus ramosissima
Myrtaceae,,11,1960,Euryomyrtus ramosissima
Myrtaceae,22,9,1986,Euryomyrtus ramosissima
Myrtaceae,5,4,1987,Euryomyrtus ramosissima
Myrtaceae,16,9,2001,Euryomyrtus ramosissima
Myrtaceae,16,9,2001,Euryomyrtus ramosissima
Myrtaceae,16,9,2001,Euryomyrtus ramosissima
Myrtaceae,9,10,2012,Euryomyrtus ramosissima
Asparagaceae,21,10,1975,Eustrephus latifolius
Asparagaceae,1,4,1983,Eustrephus latifolius
Asparagaceae,24,5,1992,Eustrephus latifolius
Asparagaceae,20,1,1993,Eustrephus latifolius
Asparagaceae,24,3,2019,Eustrephus latifolius
Asparagaceae,16,5,2019,Eustrephus latifolius
Poaceae,24,11,1994,Festuca fasciculata
Cyperaceae,22,12,1965,Ficinia nodosa
Cyperaceae,22,12,1965,Ficinia nodosa
Cyperaceae,1,4,1983,Ficinia nodosa
Cyperaceae,21,1,2015,Ficinia nodosa
Moraceae,,,1949,Ficus coronata
Moraceae,,7,1969,Ficus coronata
Moraceae,26,7,1977,Ficus coronata
Moraceae,23,3,2018,Ficus coronata
Moraceae,23,3,2018,Ficus coronata
Moraceae,23,3,2018,Ficus coronata
Moraceae,23,3,2018,Ficus coronata
Moraceae,23,3,2018,Ficus coronata
Moraceae,,1,1902,Ficus henneana
Moraceae,14,8,1982,Ficus henneana
Moraceae,18,8,1985,Ficus henneana
Moraceae,18,8,1985,Ficus henneana
Moraceae,1,7,1905,Ficus rubiginosa
Moraceae,23,7,1933,Ficus rubiginosa
Moraceae,6,7,1983,Ficus rubiginosa
Moraceae,21,1,2015,Ficus rubiginosa
Cyperaceae,2,6,1973,Fimbristylis dichotoma
Cyperaceae,16,8,1975,Fimbristylis ferruginea
Flagellariaceae,1,6,1962,Flagellaria indica
Flagellariaceae,11,8,1965,Flagellaria indica
Flagellariaceae,16,7,1982,Flagellaria indica
Flagellariaceae,16,7,1982,Flagellaria indica
Flagellariaceae,30,9,1986,Flagellaria indica
Cyperaceae,,9,1921,Gahnia aspera
Cyperaceae,,3,1957,Gahnia aspera
Cyperaceae,30,5,1976,Gahnia aspera
Cyperaceae,14,11,2001,Gahnia aspera
Cyperaceae,12,11,2008,Gahnia aspera
Cyperaceae,16,5,2019,Gahnia aspera
Cyperaceae,,10,1895,Gahnia clarkei
Cyperaceae,,3,1898,Gahnia clarkei
Cyperaceae,1,2,1929,Gahnia clarkei
Cyperaceae,7,8,1963,Gahnia clarkei
Cyperaceae,10,6,1973,Gahnia clarkei
Cyperaceae,10,6,1973,Gahnia clarkei
Cyperaceae,10,6,1973,Gahnia clarkei
Cyperaceae,22,11,1990,Gahnia clarkei
Cyperaceae,,1,1896,Gahnia erythrocarpa
Cyperaceae,25,2,1899,Gahnia erythrocarpa
Cyperaceae,,3,1899,Gahnia erythrocarpa
Cyperaceae,30,6,1923,Gahnia erythrocarpa
Cyperaceae,2,6,1973,Gahnia erythrocarpa
Cyperaceae,2,6,1973,Gahnia erythrocarpa
Cyperaceae,30,5,1976,Gahnia erythrocarpa
Cyperaceae,30,5,1976,Gahnia erythrocarpa
Cyperaceae,30,5,1976,Gahnia erythrocarpa
Cyperaceae,12,11,2008,Gahnia erythrocarpa
Cyperaceae,25,12,1895,Gahnia melanocarpa
Cyperaceae,,12,1895,Gahnia melanocarpa
Cyperaceae,,11,1897,Gahnia melanocarpa
Cyperaceae,26,1,1899,Gahnia melanocarpa
Cyperaceae,25,2,1899,Gahnia melanocarpa
Cyperaceae,25,2,1899,Gahnia melanocarpa
Cyperaceae,2,6,1973,Gahnia melanocarpa
Cyperaceae,30,5,1976,Gahnia melanocarpa
Cyperaceae,30,5,1976,Gahnia melanocarpa
Cyperaceae,3,2,1978,Gahnia melanocarpa
Cyperaceae,30,9,1986,Gahnia melanocarpa
Cyperaceae,12,11,2008,Gahnia melanocarpa
Cyperaceae,4,5,1975,Gahnia microstachya
Cyperaceae,4,5,1975,Gahnia microstachya
Cyperaceae,4,5,1975,Gahnia microstachya
Cyperaceae,,,1951,Gahnia radula
Cyperaceae,16,9,1978,Gahnia radula
Cyperaceae,30,6,1979,Gahnia radula
Cyperaceae,17,6,1973,Gahnia sieberiana
Cyperaceae,22,11,1990,Gahnia sieberiana
Cyperaceae,1,1,1895,Gahnia subaequiglumis
Cyperaceae,25,12,1895,Gahnia subaequiglumis
Cyperaceae,,1,1896,Gahnia subaequiglumis
Cyperaceae,20,6,1993,Gahnia subaequiglumis
Asteraceae,,4,1890,Galinsoga parviflora
Asteraceae,5,12,1975,Gamochaeta americana
Asteraceae,29,3,1978,Gamochaeta americana
Orchidaceae,12,10,1929,Gastrodia sesamoides
Orchidaceae,24,9,1969,Gastrodia sesamoides
Myrtaceae,9,8,1952,Gaudium laevigatum
Myrtaceae,6,9,1953,Gaudium laevigatum
Myrtaceae,22,9,1955,Gaudium laevigatum
Myrtaceae,28,8,1970,Gaudium laevigatum
Myrtaceae,14,11,2001,Gaudium laevigatum
Myrtaceae,10,10,2005,Gaudium laevigatum
Myrtaceae,21,1,2015,Gaudium laevigatum
Myrtaceae,,9,1895,Gaudium parvifolium
Myrtaceae,6,12,1987,Gaudium parvifolium
Myrtaceae,6,12,1987,Gaudium parvifolium
Myrtaceae,22,9,1888,Gaudium trinervium
Myrtaceae,,9,1888,Gaudium trinervium
Myrtaceae,13,9,1895,Gaudium trinervium
Myrtaceae,1,1,1896,Gaudium trinervium
Myrtaceae,,5,1896,Gaudium trinervium
Myrtaceae,7,8,1898,Gaudium trinervium
Myrtaceae,13,8,1914,Gaudium trinervium
Myrtaceae,,11,1955,Gaudium trinervium
Myrtaceae,,11,1959,Gaudium trinervium
Myrtaceae,9,4,1969,Gaudium trinervium
Myrtaceae,16,9,1975,Gaudium trinervium
Myrtaceae,22,11,1977,Gaudium trinervium
Myrtaceae,15,9,1981,Gaudium trinervium
Myrtaceae,13,6,1982,Gaudium trinervium
Myrtaceae,20,10,1992,Gaudium trinervium
Myrtaceae,5,9,2005,Gaudium trinervium
Myrtaceae,28,7,2008,Gaudium trinervium
Myrtaceae,9,10,2012,Gaudium trinervium
Myrtaceae,18,4,2013,Gaudium trinervium
Asphodelaceae,27,3,1958,Geitonoplesium cymosum
Asphodelaceae,18,9,1965,Geitonoplesium cymosum
Asphodelaceae,21,10,1975,Geitonoplesium cymosum
Asphodelaceae,21,10,1975,Geitonoplesium cymosum
Asphodelaceae,1,4,1983,Geitonoplesium cymosum
Orchidaceae,3,4,1948,Genoplesium baueri
Orchidaceae,3,4,1949,Genoplesium baueri
Orchidaceae,15,5,1949,Genoplesium baueri
Orchidaceae,18,2,1956,Genoplesium baueri
Orchidaceae,18,2,1956,Genoplesium baueri
Orchidaceae,9,4,1969,Genoplesium baueri
Orchidaceae,8,3,1971,Genoplesium baueri
Orchidaceae,8,3,1971,Genoplesium baueri
Orchidaceae,30,3,1986,Genoplesium baueri
Orchidaceae,12,3,1998,Genoplesium baueri
Orchidaceae,16,2,2016,Genoplesium baueri
Orchidaceae,25,4,1946,Genoplesium densum
Orchidaceae,25,4,1946,Genoplesium densum
Orchidaceae,18,2,1956,Genoplesium densum
Orchidaceae,1,1,1921,Genoplesium filiforme
Orchidaceae,,5,1927,Genoplesium filiforme
Orchidaceae,25,4,1946,Genoplesium filiforme
Orchidaceae,23,3,1947,Genoplesium filiforme
Orchidaceae,1,5,1947,Genoplesium filiforme
Orchidaceae,11,1,1948,Genoplesium filiforme
Orchidaceae,28,2,1948,Genoplesium filiforme
Orchidaceae,,2,1949,Genoplesium filiforme
Orchidaceae,1,2,1955,Genoplesium filiforme
Orchidaceae,21,2,1955,Genoplesium filiforme
Orchidaceae,18,2,1956,Genoplesium filiforme
Orchidaceae,18,2,1956,Genoplesium filiforme
Orchidaceae,22,2,1969,Genoplesium filiforme
Orchidaceae,8,3,1971,Genoplesium filiforme
Orchidaceae,6,4,1988,Genoplesium filiforme
Orchidaceae,19,4,1988,Genoplesium filiforme
Orchidaceae,13,3,1992,Genoplesium filiforme
Orchidaceae,2,2,1921,Genoplesium fimbriatum
Orchidaceae,25,4,1946,Genoplesium fimbriatum
Orchidaceae,25,4,1946,Genoplesium fimbriatum
Orchidaceae,1,5,1946,Genoplesium fimbriatum
Orchidaceae,3,4,1949,Genoplesium fimbriatum
Orchidaceae,18,4,1949,Genoplesium fimbriatum
Orchidaceae,1,2,1955,Genoplesium fimbriatum
Orchidaceae,5,2,1956,Genoplesium fimbriatum
Orchidaceae,19,3,1956,Genoplesium fimbriatum
Orchidaceae,19,2,1988,Genoplesium fimbriatum
Orchidaceae,19,4,1988,Genoplesium fimbriatum
Orchidaceae,13,3,1992,Genoplesium fimbriatum
Orchidaceae,13,3,1992,Genoplesium fimbriatum
Orchidaceae,1,4,1927,Genoplesium nudiscapum
Orchidaceae,3,4,1949,Genoplesium nudiscapum
Orchidaceae,1,4,1927,Genoplesium pumilum
Orchidaceae,1,4,1927,Genoplesium pumilum
Orchidaceae,25,4,1946,Genoplesium pumilum
Orchidaceae,1,3,1948,Genoplesium pumilum
Orchidaceae,7,3,1948,Genoplesium pumilum
Orchidaceae,19,3,1956,Genoplesium pumilum
Orchidaceae,9,4,1969,Genoplesium pumilum
Orchidaceae,30,3,1986,Genoplesium pumilum
Orchidaceae,1,4,1948,Genoplesium woollsii
Orchidaceae,20,3,1954,Genoplesium woollsii
Orchidaceae,18,2,1956,Genoplesium woollsii
Geraniaceae,8,1,1946,Geranium potentilloides
Geraniaceae,1,10,2001,Geranium solanderi
Geraniaceae,16,2,2002,Geranium solanderi
Iridaceae,2,12,1975,Gladiolus undulatus
Iridaceae,2,12,1975,Gladiolus undulatus
Iridaceae,2,12,1975,Gladiolus undulatus
Iridaceae,2,12,1975,Gladiolus undulatus
Gleicheniaceae,25,12,1896,Gleichenia dicarpa
Gleicheniaceae,5,8,1935,Gleichenia dicarpa
Gleicheniaceae,22,8,1955,Gleichenia dicarpa
Gleicheniaceae,12,8,1964,Gleichenia dicarpa
Gleicheniaceae,28,8,1970,Gleichenia dicarpa
Gleicheniaceae,28,8,1970,Gleichenia dicarpa
Gleicheniaceae,7,6,1982,Gleichenia dicarpa
Gleicheniaceae,2,4,1950,Gleichenia microphylla
Gleicheniaceae,13,4,1953,Gleichenia microphylla
Gleicheniaceae,13,4,1953,Gleichenia microphylla
Gleicheniaceae,13,4,1953,Gleichenia microphylla
Gleicheniaceae,19,11,1955,Gleichenia microphylla
Gleicheniaceae,1,4,1983,Gleichenia microphylla
Gleicheniaceae,22,7,1933,Gleichenia rupestris
Gleicheniaceae,27,10,1946,Gleichenia rupestris
Gleicheniaceae,29,12,1946,Gleichenia rupestris
Gleicheniaceae,22,9,1955,Gleichenia rupestris
Phyllanthaceae,2,2,1949,Glochidion ferdinandi
Phyllanthaceae,5,12,1982,Glochidion ferdinandi
Orchidaceae,15,9,1888,Glossodia major
Orchidaceae,1,8,1945,Glossodia major
Orchidaceae,16,8,1947,Glossodia major
Orchidaceae,20,9,1969,Glossodia major
Orchidaceae,30,8,1898,Glossodia minor
Orchidaceae,4,8,1946,Glossodia minor
Orchidaceae,4,8,1946,Glossodia minor
Orchidaceae,5,9,1953,Glossodia minor
Orchidaceae,5,9,1953,Glossodia minor
Orchidaceae,6,9,1957,Glossodia minor
Orchidaceae,20,9,1969,Glossodia minor
Orchidaceae,15,9,1981,Glossodia minor
Orchidaceae,9,1,1994,Glossodia minor
Orchidaceae,26,9,2002,Glossodia minor
Fabaceae,13,8,1910,Glycine clandestina
Lamiaceae,,2,1958,Gmelina leichhardtii
Lamiaceae,14,6,1987,Gmelina leichhardtii
Lamiaceae,14,6,1987,Gmelina leichhardtii
Apocynaceae,16,2,2002,Gomphocarpus fruticosus
Fabaceae,,8,1906,Gompholobium glabratum
Fabaceae,14,7,1946,Gompholobium glabratum
Fabaceae,24,8,1952,Gompholobium glabratum
Fabaceae,21,8,1960,Gompholobium glabratum
Fabaceae,15,9,1981,Gompholobium glabratum
Fabaceae,20,10,1992,Gompholobium glabratum
Fabaceae,20,10,1992,Gompholobium glabratum
Fabaceae,31,7,1997,Gompholobium glabratum
Fabaceae,9,10,2012,Gompholobium glabratum
Fabaceae,2,10,2020,Gompholobium glabratum
Fabaceae,28,8,1970,Gompholobium grandiflorum
Fabaceae,22,9,1986,Gompholobium grandiflorum
Fabaceae,6,12,1987,Gompholobium grandiflorum
Fabaceae,6,12,1987,Gompholobium grandiflorum
Fabaceae,27,10,2009,Gompholobium inconspicuum
Fabaceae,5,10,1961,Gompholobium latifolium
Fabaceae,11,10,1987,Gompholobium latifolium
Amaranthaceae,11,4,2019,Gomphrena celosioides
Haloragaceae,18,1,1947,Gonocarpus micranthus
Haloragaceae,8,11,1950,Gonocarpus micranthus
Haloragaceae,22,12,1965,Gonocarpus micranthus
Haloragaceae,25,4,1975,Gonocarpus salsoloides
Haloragaceae,25,4,1975,Gonocarpus salsoloides
Haloragaceae,15,9,1981,Gonocarpus salsoloides
Haloragaceae,15,9,1981,Gonocarpus salsoloides
Haloragaceae,7,8,1967,Gonocarpus tetragynus
Haloragaceae,9,3,2005,Gonocarpus teucrioides
Goodeniaceae,1,8,1892,Goodenia bellidifolia
Goodeniaceae,,1,1903,Goodenia bellidifolia
Goodeniaceae,8,11,1950,Goodenia bellidifolia
Goodeniaceae,1,5,1980,Goodenia bellidifolia
Goodeniaceae,,6,1914,Goodenia caroliniana
Goodeniaceae,4,7,1969,Goodenia caroliniana
Goodeniaceae,,2,1893,Goodenia dimorpha
Goodeniaceae,5,3,1910,Goodenia dimorpha
Goodeniaceae,1,6,1914,Goodenia dimorpha
Goodeniaceae,12,8,1960,Goodenia dimorpha
Goodeniaceae,5,10,1961,Goodenia dimorpha
Goodeniaceae,25,3,1984,Goodenia dimorpha
Goodeniaceae,22,9,1986,Goodenia dimorpha
Goodeniaceae,5,12,2013,Goodenia dimorpha
Goodeniaceae,5,12,2013,Goodenia dimorpha
Goodeniaceae,5,12,2013,Goodenia dimorpha
Goodeniaceae,23,7,1933,Goodenia heterophylla
Goodeniaceae,,11,1897,Goodenia ovata
Goodeniaceae,28,10,1950,Goodenia ovata
Goodeniaceae,4,11,1961,Goodenia ovata
Goodeniaceae,26,7,1977,Goodenia ovata
Goodeniaceae,14,11,2001,Goodenia ovata
Goodeniaceae,3,11,2004,Goodenia ovata
Goodeniaceae,3,11,2004,Goodenia ovata
Goodeniaceae,3,11,2004,Goodenia ovata
Goodeniaceae,1,4,1983,Goodenia paniculata
Goodeniaceae,14,3,2016,Goodenia paniculata
Goodeniaceae,8,11,1950,Goodenia stelligera
Goodeniaceae,3,11,2004,Goodenia stelligera
Plantaginaceae,22,12,1965,Gratiola pubescens
Proteaceae,,1,1975,Grevillea banksii
Proteaceae,3,10,1896,Grevillea buxifolia
Proteaceae,3,10,1896,Grevillea buxifolia
Proteaceae,,10,1900,Grevillea buxifolia
Proteaceae,13,10,1913,Grevillea buxifolia
Proteaceae,9,5,1933,Grevillea buxifolia
Proteaceae,,,1937,Grevillea buxifolia
Proteaceae,3,7,1949,Grevillea buxifolia
Proteaceae,24,8,1952,Grevillea buxifolia
Proteaceae,4,5,1969,Grevillea buxifolia
Proteaceae,4,5,1969,Grevillea buxifolia
Proteaceae,,7,1975,Grevillea buxifolia
Proteaceae,15,9,1981,Grevillea buxifolia
Proteaceae,26,10,1992,Grevillea buxifolia
Proteaceae,25,9,1993,Grevillea buxifolia
Proteaceae,25,9,1993,Grevillea buxifolia
Proteaceae,25,9,1993,Grevillea buxifolia
Proteaceae,27,8,1999,Grevillea buxifolia
Proteaceae,29,8,1999,Grevillea buxifolia
Proteaceae,21,1,2015,Grevillea buxifolia
